$1000 Damage to Any One Person's Property,Active School Zone Flag,At Intersection Flag,Average Daily Traffic Amount,Construction Zone Flag,Crash Severity,Crash Time,Crash Total Injury Count,Crash Year,Day of Week,Intersection Related,Roadway Part,Speed Limit,Surface Condition,Traffic Control Type,Person Helmet
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1447,1,2010,Friday,Non Intersection,Entrance/On Ramp,0,Dry,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1020,1,2010,Sunday,Driveway Access,Main/Proper Lane,30,Dry,None,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,838,1,2010,Monday,Non Intersection,Main/Proper Lane,35,Dry,Warning Sign,Not Worn
No,No,TRUE,No Data,No,Not Injured,2038,0,2010,Monday,Intersection,Main/Proper Lane,0,Dry,Stop Sign,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Incapacitating Injury,1928,1,2010,Monday,Intersection,Main/Proper Lane,30,Dry,None,"Worn, Unk Damage"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2114,1,2010,Tuesday,Intersection,Main/Proper Lane,35,Dry,None,Not Worn
No,No,FALSE,No Data,No,Not Injured,2022,0,2010,Wednesday,Non Intersection,Main/Proper Lane,35,Dry,None,Not Worn
No,No,FALSE,No Data,No,Possible Injury,733,1,2010,Wednesday,Driveway Access,Main/Proper Lane,0,Dry,None,Unknown If Worn
No,No,FALSE,148494,No,Possible Injury,1138,1,2010,Thursday,Non Intersection,Service/Frontage Road,0,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2046,1,2010,Friday,Intersection,Main/Proper Lane,40,Dry,Bike Lane,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,119,1,2010,Saturday,Non Intersection,Main/Proper Lane,0,Dry,Signal Light,Not Worn
Yes,No,TRUE,No Data,Yes,Non-Incapacitating Injury,1552,1,2010,Sunday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Possible Injury,1845,1,2010,Monday,Intersection Related,Main/Proper Lane,35,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1036,1,2010,Tuesday,Intersection Related,Main/Proper Lane,30,Dry,Stop Sign,"Worn, Unk Damage"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1646,1,2010,Tuesday,Intersection Related,Main/Proper Lane,0,Dry,None,Not Worn
No,No,TRUE,No Data,No,Not Injured,1754,0,2010,Wednesday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Incapacitating Injury,1848,1,2010,Thursday,Non Intersection,Main/Proper Lane,35,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1738,1,2010,Thursday,Intersection,Main/Proper Lane,45,Dry,Crosswalk,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2321,1,2010,Sunday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Possible Injury,1940,1,2010,Sunday,Non Intersection,Main/Proper Lane,35,Dry,None,Not Worn
No,No,FALSE,148494,No,Possible Injury,802,1,2010,Tuesday,Intersection Related,Service/Frontage Road,30,Dry,Signal Light,Not Worn
Yes,No,TRUE,No Data,No,Possible Injury,1247,1,2010,Tuesday,Intersection,Main/Proper Lane,35,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,108,1,2010,Thursday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Possible Injury,1916,1,2010,Thursday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1835,1,2010,Friday,Non Intersection,Main/Proper Lane,45,Dry,Marked Lanes,Not Worn
Yes,No,TRUE,No Data,No,Possible Injury,1001,1,2010,Saturday,Intersection,Main/Proper Lane,0,Dry,Bike Lane,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,837,1,2010,Monday,Driveway Access,Main/Proper Lane,30,Dry,Marked Lanes,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1928,1,2010,Tuesday,Intersection Related,Main/Proper Lane,40,Dry,Signal Light,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Incapacitating Injury,755,1,2010,Wednesday,Non Intersection,Main/Proper Lane,40,Dry,Marked Lanes,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1758,1,2010,Sunday,Intersection Related,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,FALSE,148494,No,Non-Incapacitating Injury,2213,1,2010,Sunday,Non Intersection,Service/Frontage Road,50,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Incapacitating Injury,621,1,2010,Sunday,Non Intersection,Main/Proper Lane,45,Dry,None,Not Worn
No,No,FALSE,148494,No,Non-Incapacitating Injury,2213,1,2010,Sunday,Non Intersection,Service/Frontage Road,50,Dry,Marked Lanes,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1753,1,2010,Monday,Intersection,Main/Proper Lane,30,Dry,Marked Lanes,"Worn, Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,40,1,2010,Wednesday,Driveway Access,Main/Proper Lane,45,Dry,Center Stripe/Divider,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1804,1,2010,Thursday,Driveway Access,Main/Proper Lane,30,Dry,None,Not Worn
No,No,FALSE,30932,No,Non-Incapacitating Injury,729,1,2010,Friday,Non Intersection,Main/Proper Lane,45,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1704,1,2010,Saturday,Intersection Related,Entrance/On Ramp,15,Dry,Crosswalk,Not Worn
No,No,FALSE,25507,No,Non-Incapacitating Injury,1733,1,2010,Saturday,Driveway Access,Other (Explain In Narrative),45,Dry,None,Not Worn
No,No,TRUE,No Data,No,Possible Injury,835,1,2010,Saturday,Intersection,Main/Proper Lane,45,Dry,Signal Light,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1149,1,2010,Wednesday,Intersection Related,Main/Proper Lane,40,Dry,Signal Light,Unknown If Worn
Yes,No,FALSE,No Data,No,Not Injured,1806,0,2010,Wednesday,Non Intersection,Other (Explain In Narrative),30,Dry,None,Not Worn
Yes,No,FALSE,34215,No,Non-Incapacitating Injury,1614,1,2010,Thursday,Driveway Access,Main/Proper Lane,45,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1026,1,2010,Sunday,Intersection Related,Main/Proper Lane,45,Dry,Crosswalk,Not Worn
Yes,No,TRUE,118604,No,Non-Incapacitating Injury,1018,1,2010,Sunday,Intersection,Service/Frontage Road,0,Dry,None,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1941,1,2010,Tuesday,Intersection Related,Main/Proper Lane,45,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1440,1,2010,Tuesday,Intersection,Main/Proper Lane,40,Dry,Signal Light,Not Worn
Yes,No,FALSE,No Data,No,Incapacitating Injury,1355,1,2010,Thursday,Intersection Related,Main/Proper Lane,30,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1540,1,2010,Thursday,Intersection,Main/Proper Lane,35,Dry,Stop Sign,Not Worn
Yes,No,TRUE,50813,No,Non-Incapacitating Injury,2139,1,2010,Friday,Intersection,Main/Proper Lane,50,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1739,1,2010,Friday,Intersection,Main/Proper Lane,35,Dry,Signal Light,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1532,1,2010,Saturday,Non Intersection,Main/Proper Lane,0,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1317,1,2010,Sunday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2122,1,2010,Wednesday,Intersection,Main/Proper Lane,30,Dry,Center Stripe/Divider,Unknown If Worn
No,No,TRUE,No Data,No,Possible Injury,1644,1,2010,Saturday,Intersection,Main/Proper Lane,45,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1502,1,2010,Monday,Driveway Access,Main/Proper Lane,0,Dry,Marked Lanes,Unknown If Worn
No,No,FALSE,No Data,No,Possible Injury,1344,1,2010,Thursday,Non Intersection,Main/Proper Lane,40,Dry,None,Not Worn
No,No,FALSE,No Data,No,Possible Injury,1735,1,2010,Thursday,Driveway Access,Service/Frontage Road,0,Dry,Stop Sign,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Incapacitating Injury,1745,1,2010,Saturday,Non Intersection,Main/Proper Lane,40,Dry,None,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,417,1,2010,Saturday,Non Intersection,Main/Proper Lane,35,Dry,Marked Lanes,Unknown If Worn
No,No,TRUE,No Data,No,Possible Injury,1910,1,2010,Sunday,Intersection,Main/Proper Lane,35,Dry,Marked Lanes,Not Worn
Yes,No,TRUE,No Data,No,Not Injured,1742,0,2010,Sunday,Intersection Related,Main/Proper Lane,35,Dry,None,Unknown If Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1651,1,2010,Wednesday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1205,1,2010,Thursday,Non Intersection,Main/Proper Lane,30,Dry,Center Stripe/Divider,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1541,1,2010,Friday,Intersection Related,Main/Proper Lane,30,Dry,Marked Lanes,"Worn, Unk Damage"
Yes,No,FALSE,No Data,No,Incapacitating Injury,217,1,2010,Friday,Non Intersection,Main/Proper Lane,40,Dry,Marked Lanes,Unknown If Worn
Yes,No,TRUE,15262,No,Non-Incapacitating Injury,900,2,2010,Friday,Intersection Related,Main/Proper Lane,55,Dry,Stop Sign,Not Worn
Yes,No,TRUE,15262,No,Non-Incapacitating Injury,900,2,2010,Friday,Intersection Related,Main/Proper Lane,55,Dry,Stop Sign,Not Worn
Yes,No,TRUE,No Data,No,Possible Injury,854,1,2010,Sunday,Intersection Related,Main/Proper Lane,55,Dry,Flagman,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Possible Injury,300,2,2010,Friday,Intersection Related,Main/Proper Lane,35,Wet,Signal Light With Red Light Running Camera,Not Worn
No,No,FALSE,No Data,No,Possible Injury,300,2,2010,Friday,Intersection Related,Main/Proper Lane,35,Wet,Signal Light With Red Light Running Camera,Not Worn
No,No,FALSE,No Data,No,Possible Injury,300,2,2010,Friday,Intersection Related,Main/Proper Lane,35,Wet,Signal Light With Red Light Running Camera,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1358,1,2010,Saturday,Non Intersection,Main/Proper Lane,35,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2038,1,2010,Sunday,Intersection,Main/Proper Lane,35,Dry,None,Not Worn
No,No,FALSE,No Data,No,Incapacitating Injury,1639,1,2010,Monday,Intersection Related,Main/Proper Lane,35,Dry,Yield Sign,Not Worn
No,No,FALSE,No Data,No,Possible Injury,1219,1,2010,Thursday,Driveway Access,Main/Proper Lane,35,Dry,Center Stripe/Divider,"Worn, Unk Damage"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1412,1,2010,Friday,Intersection Related,Main/Proper Lane,35,Dry,Signal Light,"Worn, Damaged"
No,No,TRUE,No Data,No,Possible Injury,720,1,2011,Tuesday,Intersection Related,Main/Proper Lane,0,Dry,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,837,1,2011,Thursday,Driveway Access,Main/Proper Lane,30,Dry,Stop Sign,"Worn, Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1740,1,2011,Tuesday,Intersection,Main/Proper Lane,35,Dry,Bike Lane,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2140,1,2011,Wednesday,Intersection Related,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,TRUE,179906,No,Possible Injury,1843,1,2011,Wednesday,Intersection,Service/Frontage Road,45,Dry,Signal Light,"Worn, Unk Damage"
No,No,FALSE,No Data,No,Possible Injury,1453,1,2011,Saturday,Non Intersection,Other (Explain In Narrative),0,Dry,None,Not Worn
Yes,No,TRUE,No Data,No,Possible Injury,855,1,2011,Tuesday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Not Injured,1827,0,2011,Tuesday,Intersection,Main/Proper Lane,0,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Not Injured,1827,0,2011,Tuesday,Intersection,Main/Proper Lane,0,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Not Injured,2219,0,2011,Wednesday,Intersection Related,Main/Proper Lane,35,Dry,Signal Light,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Possible Injury,814,1,2011,Thursday,Driveway Access,Main/Proper Lane,45,Dry,None,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1907,2,2011,Friday,Non Intersection,Main/Proper Lane,40,Dry,Bike Lane,Not Worn
No,No,FALSE,No Data,No,Possible Injury,1500,1,2011,Sunday,Driveway Access,Main/Proper Lane,40,Dry,None,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1936,1,2011,Friday,Driveway Access,Main/Proper Lane,30,Ice,None,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1544,1,2011,Sunday,Intersection Related,Main/Proper Lane,30,Dry,Stop Sign,"Worn, Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,630,1,2011,Sunday,Intersection,Main/Proper Lane,0,Dry,None,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1747,1,2011,Sunday,Intersection Related,Main/Proper Lane,45,Dry,Signal Light,Not Worn
No,No,TRUE,33647,No,Not Injured,1943,0,2011,Thursday,Intersection,Main/Proper Lane,0,Dry,Signal Light,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,959,1,2011,Monday,Driveway Access,Main/Proper Lane,35,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1600,1,2011,Monday,Intersection Related,Main/Proper Lane,30,Dry,Crosswalk,Unknown If Worn
No,No,TRUE,No Data,No,Not Injured,1717,0,2011,Tuesday,Intersection Related,Main/Proper Lane,35,Dry,Signal Light,Not Worn
No,No,FALSE,148494,No,Non-Incapacitating Injury,223,2,2011,Sunday,Driveway Access,Service/Frontage Road,35,Dry,Marked Lanes,Not Worn
No,No,FALSE,148494,No,Non-Incapacitating Injury,223,2,2011,Sunday,Driveway Access,Service/Frontage Road,35,Dry,Marked Lanes,Not Worn
No,No,FALSE,148494,No,Non-Incapacitating Injury,223,2,2011,Sunday,Driveway Access,Service/Frontage Road,35,Dry,Marked Lanes,Not Worn
No,No,FALSE,148494,No,Non-Incapacitating Injury,223,2,2011,Sunday,Driveway Access,Service/Frontage Road,35,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1535,1,2011,Sunday,Non Intersection,Main/Proper Lane,30,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1749,1,2011,Monday,Intersection Related,Main/Proper Lane,35,Dry,Signal Light,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1853,1,2011,Thursday,Intersection,Main/Proper Lane,35,Dry,Center Stripe/Divider,"Worn, Unk Damage"
Yes,No,TRUE,No Data,No,Incapacitating Injury,2030,1,2011,Friday,Intersection,Main/Proper Lane,35,Dry,Bike Lane,"Worn, Unk Damage"
No,No,TRUE,No Data,Yes,Possible Injury,1902,1,2011,Friday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1125,1,2011,Sunday,Intersection Related,Main/Proper Lane,45,Wet,Signal Light,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Not Injured,1637,0,2011,Monday,Intersection Related,Main/Proper Lane,35,Dry,Signal Light,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Possible Injury,909,1,2011,Tuesday,Intersection,Main/Proper Lane,30,Dry,Stop Sign,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1500,1,2011,Tuesday,Non Intersection,Main/Proper Lane,30,Dry,Center Stripe/Divider,Not Worn
No,No,TRUE,No Data,No,Possible Injury,1930,1,2011,Wednesday,Intersection,Main/Proper Lane,35,Dry,Flashing Red Light,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1719,1,2011,Wednesday,Intersection Related,Main/Proper Lane,0,Dry,Stop Sign,Not Worn
No,No,FALSE,No Data,No,Incapacitating Injury,1410,1,2011,Thursday,Non Intersection,Main/Proper Lane,45,Dry,None,Unknown If Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1427,1,2011,Friday,Non Intersection,Main/Proper Lane,30,Dry,None,"Worn, Damaged"
No,No,TRUE,No Data,No,Possible Injury,1206,1,2011,Saturday,Intersection Related,Main/Proper Lane,40,Dry,Bike Lane,"Worn, Not Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1721,1,2011,Sunday,Driveway Access,Main/Proper Lane,35,Dry,None,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1703,1,2011,Monday,Intersection,Main/Proper Lane,40,Dry,Marked Lanes,Not Worn
No,No,FALSE,No Data,No,Not Injured,1252,0,2011,Monday,Non Intersection,Main/Proper Lane,0,Dry,None,Unknown If Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1310,1,2011,Wednesday,Non Intersection,Main/Proper Lane,35,Dry,Center Stripe/Divider,"Worn, Unk Damage"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,846,1,2011,Wednesday,Intersection,Main/Proper Lane,40,Dry,Signal Light,"Worn, Not Damaged"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,2007,1,2011,Wednesday,Driveway Access,Main/Proper Lane,40,Dry,None,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,846,1,2011,Thursday,Intersection Related,Main/Proper Lane,30,Dry,Crosswalk,"Worn, Unk Damage"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1708,1,2011,Thursday,Intersection,Main/Proper Lane,0,Dry,Signal Light,Unknown If Worn
No,No,TRUE,29304,No,Non-Incapacitating Injury,1632,1,2011,Friday,Intersection Related,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1754,2,2011,Friday,Intersection,Main/Proper Lane,0,Dry,Signal Light,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1754,2,2011,Friday,Intersection,Main/Proper Lane,0,Dry,Signal Light,Unknown If Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1922,1,2011,Saturday,Intersection Related,Main/Proper Lane,30,Dry,Stop Sign,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2020,1,2011,Saturday,Intersection,Main/Proper Lane,40,Dry,Stop Sign,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1141,1,2011,Sunday,Intersection,Main/Proper Lane,30,Dry,Signal Light,"Worn, Damaged"
No,No,FALSE,No Data,No,Possible Injury,922,1,2011,Monday,Non Intersection,Other (Explain In Narrative),35,Dry,None,"Worn, Not Damaged"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,2036,1,2011,Monday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,TRUE,No Data,No,Possible Injury,2132,1,2011,Tuesday,Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
Yes,No,FALSE,No Data,No,Possible Injury,247,3,2011,Wednesday,Non Intersection,Main/Proper Lane,30,Dry,Signal Light,Not Worn
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1706,1,2011,Wednesday,Intersection Related,Main/Proper Lane,0,Dry,Stop Sign,Not Worn
No,No,TRUE,30932,No,Possible Injury,1931,1,2011,Thursday,Intersection,Main/Proper Lane,45,Dry,Stop Sign,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1840,1,2011,Thursday,Intersection,Main/Proper Lane,30,Dry,None,Unknown If Worn
No,No,TRUE,No Data,No,Not Injured,130,0,2011,Thursday,Intersection,Main/Proper Lane,30,Dry,None,Not Worn
Yes,No,TRUE,No Data,No,Incapacitating Injury,720,1,2011,Friday,Intersection,Main/Proper Lane,35,Dry,Stop Sign,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1828,1,2011,Saturday,Intersection,Main/Proper Lane,35,Dry,Signal Light,Not Worn
Yes,No,TRUE,No Data,No,Possible Injury,1554,1,2011,Saturday,Intersection,Service/Frontage Road,0,Dry,Signal Light,Unknown If Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,2333,1,2011,Sunday,Non Intersection,Main/Proper Lane,35,Dry,None,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,910,1,2011,Sunday,Intersection Related,Main/Proper Lane,0,Dry,Marked Lanes,Unknown If Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,102,2,2011,Sunday,Non Intersection,Main/Proper Lane,35,Dry,Marked Lanes,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,102,2,2011,Sunday,Non Intersection,Main/Proper Lane,35,Dry,Marked Lanes,Unknown If Worn
No,No,FALSE,44866,No,Non-Incapacitating Injury,1158,1,2011,Sunday,Intersection Related,Main/Proper Lane,55,Dry,Marked Lanes,"Worn, Damaged"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1749,1,2011,Monday,Intersection Related,Main/Proper Lane,30,Dry,None,Not Worn
Yes,No,TRUE,No Data,No,Not Injured,1528,0,2011,Monday,Intersection,Main/Proper Lane,35,Dry,Bike Lane,Not Worn
Yes,No,FALSE,No Data,No,Incapacitating Injury,2008,1,2011,Tuesday,Intersection Related,Main/Proper Lane,30,Dry,Signal Light,Not Worn
Yes,No,TRUE,No Data,No,Non-Incapacitating Injury,1447,1,2011,Wednesday,Intersection Related,Main/Proper Lane,0,Dry,None,"Worn, Not Damaged"
Yes,No,TRUE,34390,No,Incapacitating Injury,711,1,2011,Wednesday,Intersection,Main/Proper Lane,45,Dry,Signal Light,"Worn, Unk Damage"
No,No,FALSE,No Data,No,Non-Incapacitating Injury,1336,1,2011,Thursday,Non Intersection,Main/Proper Lane,35,Dry,Marked Lanes,"Worn, Unk Damage"
No,No,TRUE,No Data,No,Non-Incapacitating Injury,851,1,2011,Friday,Intersection,Main/Proper Lane,0,Dry,Stop Sign,Not Worn
Yes,No,FALSE,No Data,No,Possible Injury,2110,1,2011,Saturday,Non Intersection,Main/Proper Lane,0,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,1505,1,2011,Sunday,Intersection Related,Main/Proper Lane,0,Dry,Stop Sign,Unknown If Worn
No,No,FALSE,No Data,No,Incapacitating Injury,1446,1,2011,Wednesday,Non Intersection,Service/Frontage Road,50,Dry,None,Not Worn
No,No,TRUE,No Data,No,Non-Incapacitating Injury,650,2,2011,Thursday,Intersection Related,Main/Proper Lane,35,Dry,Signal Light,"Worn, Unk Damage"
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1918,1,2011,Sunday,Non Intersection,Other (Explain In Narrative),0,Dry,None,Not Worn
Yes,No,FALSE,No Data,No,Non-Incapacitating Injury,1104,1,2011,Sunday,Intersection Related,Main/Proper Lane,25,Dry,None,"Worn, Unk Damage"
No,No,TRUE,No Data,No,Possible Injury,827,1,2011,Monday,Intersection,Main/Proper Lane,40,Wet,Signal Light,Not Worn
